campaign_id,date,channel,campaign_name,country,segment,impressions,clicks,conversions,spend,revenue
CAMP-00344,2026-02-07,email,Secured mobile interface Email IT,Italy,new,15276,2948,103,1100.46,11252.06
CAMP-03270,2024-11-25,social,Multi-tiered human-resource challenge Social GE,Germany,new,11200,618,7,1308.25,639.9
CAMP-03204,2024-07-22,search,Ameliorated tertiary challenge Search NE,Netherlands,new,52040,2615,103,973.66,13684.77
CAMP-00435,2025-04-30,search,Synergized systematic extranet Search SP,Spain,returning,59740,3146,127,1047.9,12077.93
CAMP-01904,2025-02-08,search,Multi-layered 5thgeneration open system Search SP,Spain,new,50458,2857,92,1541.25,12582.98
CAMP-03878,2025-05-16,search,Robust intangible strategy Search NE,Netherlands,returning,10167,877,23,911.01,2569.22
CAMP-03286,2025-10-15,display,Cloned radical focus group Display NE,Netherlands,vip,21072,39,1,2367.28,96.5
CAMP-02070,2025-01-05,display,Team-oriented multi-tasking benchmark Display FR,France,new,60033,132,2,2825.45,219.61
CAMP-01538,2025-03-12,social,Sharable holistic policy Social FR,France,returning,31057,1296,43,1883.19,6017.42
CAMP-02296,2024-09-19,email,Cross-platform dedicated hardware Email NE,Netherlands,new,25831,4146,157,1004.08,18032.34
CAMP-02989,2024-08-06,search,Seamless needs-based core Search NE,Netherlands,returning,18422,1215,37,753.03,4743.47
CAMP-01518,2024-12-05,search,Decentralized scalable data-warehouse Search GE,Germany,returning,139983,10089,294,1082.01,25588.91
CAMP-00966,2024-07-15,search,Synergized national Local Area Network Search IT,Italy,vip,11412,896,13,2413.63,1946.04
CAMP-04451,2025-12-04,email,Secured multi-state website Email SP,Spain,returning,12449,1945,63,1213.27,7695.7
CAMP-00529,2025-02-26,search,Cross-group responsive customer loyalty Search IT,Italy,new,82216,10698,151,354.97,17797.37
CAMP-00177,2024-10-11,social,Reactive full-range throughput Social IT,Italy,vip,9076,431,13,441.67,1579.58
CAMP-03553,2024-07-13,search,Up-sized demand-driven moratorium Search SP,Spain,new,24063,1323,22,1982.09,3191.73
CAMP-02593,2026-01-30,social,Polarized full-range data-warehouse Social IT,Italy,returning,13261,679,25,1180.95,2565.41
CAMP-04734,2025-08-28,email,Programmable bi-directional application Email GE,Germany,new,1200,140,6,,570.98
CAMP-00573,2025-08-19,email,Object-based systematic system engine Email IT,Italy,returning,20757,2834,110,750.74,16478.73
CAMP-03850,2024-08-10,search,Progressive tertiary matrices Search IT,Italy,returning,28411,1164,45,1330.65,5252.56
CAMP-03860,2025-04-10,search,Innovative next generation matrix Search IT,Italy,new,19593,1209,47,1347.05,5971.78
CAMP-02874,2025-05-07,social,Configurable impactful initiative Social SP,Spain,new,8138,95,3,286.62,403.61
CAMP-03278,2024-06-01,search,Streamlined client-server instruction set Search GE,Germany,vip,21331,2081,64,1577.7,8521.77
CAMP-02634,2024-12-28,search,Fully-configurable human-resource core Search SP,,new,34345,2864,133,1803.03,14298.25
CAMP-02209,2025-01-03,email,Business-focused systematic software Email FR,France,vip,33186,4693,184,3249.69,21545.1
CAMP-02615,2025-06-02,search,Synergistic heuristic software Search GE,Germany,new,18801,2843,127,679.96,18017.66
CAMP-02811,2025-01-24,display,Open-architected clear-thinking emulation Display NE,Netherlands,new,142595,388,13,1886.23,1706.97
CAMP-00384,2024-10-31,search,Organic secondary customer loyalty Search FR,France,vip,49277,4695,143,701.44,12862.79
CAMP-00853,2026-02-27,social,Persevering stable customer loyalty Social FR,France,new,24384,998,41,,3663.71
CAMP-01881,2025-10-20,search,Networked content-based ability Search IT,Italy,returning,37287,4188,158,1091.72,22483.02
CAMP-00371,2024-07-13,social,Triple-buffered discrete standardization Social FR,France,returning,14563,678,20,3032.16,2487.75
CAMP-02423,2025-06-13,search,Re-contextualized holistic encoding Search FR,France,returning,125292,8133,252,697.69,25280.85
CAMP-04368,2024-11-15,display,Operative composite matrices Display NE,Netherlands,new,36166,104,2,680.7,290.49
CAMP-01106,2025-10-11,display,Profound analyzing hierarchy Display GE,,vip,167014,190,5,739.62,431.4
CAMP-04236,2025-02-09,email,De-engineered motivating website Email SP,Spain,vip,18941,2910,39,2284.5,4331.67
CAMP-04024,2025-05-21,display,Future-proofed attitude-oriented portal Display NE,Netherlands,returning,77861,138,3,1583.1,443.83
CAMP-01337,2024-12-10,social,Virtual static data-warehouse Social NE,Netherlands,returning,4735,113,3,,331.61
CAMP-02190,2025-10-04,email,Re-engineered fresh-thinking artificial intelligence Email FR,France,vip,12604,2134,78,3314.26,8622.14
CAMP-04640,2024-09-18,search,Optional executive Local Area Network Search SP,,vip,27906,2936,79,1103.11,10686.21
CAMP-01601,2025-05-15,social,Realigned 5thgeneration Graphical User Interface Social NE,Netherlands,vip,11496,0,0,648.4,0.0
CAMP-03611,2025-01-25,email,Operative maximized service-desk Email GE,Germany,returning,8973,1475,83,3376.7,11271.54
CAMP-03007,2026-02-08,email,Robust 3rdgeneration superstructure Email FR,France,vip,8151,1800,38,572.9,4630.73
CAMP-04898,2024-10-01,display,Adaptive systematic methodology Display IT,,vip,57368,135,4,1107.04,415.85
CAMP-01172,2024-10-27,email,Front-line multi-state open architecture Email SP,Spain,vip,37868,9089,304,,29955.29
CAMP-02645,2024-07-23,search,Synergized actuating parallelism Search GE,Germany,vip,94333,6909,228,1086.84,25256.29
CAMP-04004,2025-10-09,email,Public-key user-facing protocol Email FR,France,returning,30190,5879,148,1017.22,19235.46
CAMP-01423,2024-09-27,social,Upgradable global system engine Social FR,France,returning,22572,741,11,1088.57,926.26
CAMP-02648,2025-10-26,display,Proactive cohesive strategy Display SP,Spain,returning,33338,84,1,845.88,127.86
CAMP-04488,2024-12-23,display,Object-based exuding architecture Display SP,Spain,returning,66206,125,5,856.09,579.69
CAMP-04198,2024-12-05,social,Innovative didactic website Social FR,France,vip,5604,261,3,2605.24,261.35
CAMP-01465,2026-01-19,display,Innovative scalable installation Display GE,Germany,vip,23262,46,1,1393.65,91.03
CAMP-00875,2025-10-20,email,Ameliorated human-resource frame Email SP,Spain,vip,28799,2749,0,1544.89,0.0
CAMP-02298,2024-10-02,display,Down-sized next generation leverage Display IT,Italy,returning,30954,75,2,5112.81,297.43
CAMP-03594,2025-02-20,social,Programmable cohesive Graphical User Interface Social FR,France,new,13000,664,26,605.21,3692.34
CAMP-04385,2026-03-21,search,Integrated homogeneous initiative Search FR,France,returning,42905,1129,62,1083.6,9128.79
CAMP-01252,2026-01-10,search,Future-proofed zero tolerance core Search SP,Spain,vip,74910,5751,168,2967.17,20533.89
CAMP-02707,2024-07-08,email,Proactive object-oriented Graphic Interface Email NE,Netherlands,new,21836,5508,115,819.46,12495.21
CAMP-00841,2024-10-22,display,Public-key secondary software Display SP,Spain,new,130461,323,12,468.84,1342.75
CAMP-03133,2025-02-11,email,Mandatory fault-tolerant Graphic Interface Email FR,France,returning,10323,1590,22,1501.07,2778.48
CAMP-00582,2024-07-08,email,Grass-roots static matrices Email IT,Italy,new,15764,1932,35,1108.57,4328.8
CAMP-00205,2025-09-15,display,Synchronized user-facing leverage Display SP,Spain,returning,36210,47,2,1856.44,238.35
CAMP-01642,2025-11-09,email,User-friendly regional interface Email FR,France,vip,4959,1241,17,1866.24,2442.69
CAMP-02015,2025-04-10,social,Ameliorated eco-centric portal Social NE,Netherlands,returning,15229,680,13,419.6,1714.14
CAMP-00906,2024-12-08,social,Cross-group actuating benchmark Social IT,Italy,new,8759,383,13,1554.75,1738.67
CAMP-00632,2025-05-29,email,Object-based 24/7 ability Email SP,Spain,returning,44641,9238,264,717.71,23270.3
CAMP-04011,2025-03-31,email,Fundamental user-facing archive Email GE,Germany,returning,14871,3786,88,1852.89,10169.45
CAMP-01975,2025-07-01,social,Reverse-engineered uniform policy Social FR,France,returning,14536,763,27,844.59,3213.14
CAMP-00163,2024-07-07,display,Profit-focused mobile hardware Display GE,Germany,vip,34333,34,1,,92.64
CAMP-03317,2026-05-09,social,Progressive explicit initiative Social FR,France,returning,6954,433,14,1109.07,1843.28
CAMP-04530,2026-02-05,search,Object-based context-sensitive hub Search SP,Spain,returning,31763,3914,98,1112.7,9927.48
CAMP-04541,2025-08-09,display,Sharable zero tolerance core Display NE,Netherlands,returning,68571,157,7,909.81,707.87
CAMP-00618,2025-04-11,display,Synergized holistic capability Display GE,Germany,vip,43627,132,3,361.27,302.99
CAMP-00876,2025-05-01,email,Front-line dedicated encryption Email GE,Germany,returning,4218,896,20,427.11,2998.31
CAMP-01432,2025-03-02,email,Operative multi-tasking knowledge user Email IT,Italy,returning,7713,1684,67,914.87,8757.54
CAMP-00548,2024-10-03,search,Profit-focused bottom-line adapter Search IT,Italy,vip,21933,1224,27,726.01,2962.97
CAMP-03403,2024-10-18,social,Fundamental needs-based algorithm Social IT,Italy,returning,9215,362,7,,985.04
CAMP-04592,2024-08-04,search,Distributed 24hour collaboration Search SP,,vip,90105,8146,282,2889.21,35769.67
CAMP-04267,2025-05-30,display,Switchable intangible emulation Display GE,Germany,vip,61141,72,1,1201.22,108.4
CAMP-03932,2026-02-20,display,Monitored dynamic Graphic Interface Display FR,France,returning,32812,94,2,339.27,230.29
CAMP-02719,2024-08-01,search,Multi-tiered clear-thinking conglomeration Search FR,France,returning,44851,2022,62,465.97,6462.44
CAMP-04772,2025-01-31,social,Integrated analyzing focus group Social GE,Germany,new,21086,1171,54,2726.43,7745.08
CAMP-04123,2026-02-12,email,Networked dedicated open system Email NE,Netherlands,vip,5873,872,13,963.88,1493.54
CAMP-01862,2024-08-12,search,Compatible bi-directional monitoring Search SP,Spain,returning,11267,1018,24,360.31,2112.6
CAMP-00641,2025-08-28,social,Inverse foreground projection Social SP,Spain,vip,15737,582,24,1192.99,2644.59
CAMP-03049,2024-11-09,social,User-centric zero-defect support Social SP,Spain,new,10095,632,16,679.05,1638.5
CAMP-00638,2026-01-26,social,Synergized grid-enabled intranet Social GE,Germany,returning,14871,776,23,425.89,3017.69
CAMP-04904,2025-12-03,search,Visionary scalable intranet Search FR,France,vip,64547,8125,324,1810.69,30136.85
CAMP-04800,2025-11-10,email,Mandatory zero tolerance structure Email FR,France,vip,9467,1049,40,1338.1,5049.31
CAMP-03048,2025-02-24,search,Customer-focused well-modulated budgetary management Search FR,France,vip,18392,1295,29,1479.77,3745.29
CAMP-02097,2025-05-19,email,Seamless uniform success Email NE,Netherlands,vip,26675,5462,213,910.29,20221.0
CAMP-02527,2025-01-21,display,Multi-lateral zero-defect forecast Display NE,Netherlands,vip,7739,13,0,650.05,0.0
CAMP-03139,2025-05-03,social,Fundamental exuding hierarchy Social GE,Germany,new,21562,529,23,467.7,2331.04
CAMP-03748,2024-12-24,social,Right-sized zero-defect migration Social SP,Spain,new,31681,1375,38,,4661.04
CAMP-02900,2025-07-25,social,Switchable methodical matrices Social NE,Netherlands,vip,18330,906,20,1920.6,2003.04
CAMP-00922,2024-11-05,search,Operative heuristic Local Area Network Search IT,Italy,vip,80549,7467,189,442.41,26217.84
CAMP-00547,2024-06-08,search,Centralized encompassing middleware Search FR,France,new,15898,1423,68,962.15,6729.69
CAMP-03740,2024-08-18,display,Implemented actuating initiative Display SP,Spain,vip,21786,49,1,1545.9,139.29
CAMP-01901,2026-02-20,email,Synergistic solution-oriented software Email SP,Spain,new,15849,3087,45,797.24,6339.77
CAMP-02029,2026-03-28,email,Mandatory optimizing website Email NE,Netherlands,returning,7555,884,13,1227.54,1778.15
CAMP-02302,2024-12-15,social,Synergized context-sensitive circuit Social FR,France,returning,18239,395,8,1963.19,869.04
CAMP-01886,2026-04-15,email,Operative transitional customer loyalty Email SP,Spain,new,32063,3712,73,1637.64,10222.27
CAMP-01643,2024-09-08,search,Open-source zero tolerance project Search NE,Netherlands,vip,41494,4375,79,597.3,6504.8
CAMP-04399,2025-04-24,search,Triple-buffered system-worthy projection Search GE,Germany,new,16559,2287,99,1228.4,12165.84
CAMP-04859,2026-04-01,email,Programmable global collaboration Email IT,Italy,vip,6852,765,13,1137.2,1773.62
CAMP-02098,2024-11-05,display,Team-oriented 6thgeneration time-frame Display SP,Spain,vip,17825,30,0,3336.44,0.0
CAMP-04402,2025-10-01,display,Fundamental optimizing adapter Display SP,Spain,vip,32283,47,0,1547.63,0.0
CAMP-03634,2025-01-06,display,Grass-roots eco-centric paradigm Display NE,Netherlands,new,14782,26,0,1356.48,0.0
CAMP-04540,2025-11-14,search,Assimilated impactful monitoring Search GE,Germany,new,39839,2342,44,1939.12,5275.28
CAMP-03352,2024-07-19,search,Multi-layered background process improvement Search NE,Netherlands,returning,18669,407,13,2099.61,1594.65
CAMP-00837,2026-04-12,display,Ameliorated content-based emulation Display SP,Spain,new,24572,58,1,471.85,133.81
CAMP-00602,2024-07-01,display,User-friendly object-oriented success Display SP,Spain,vip,37989,64,2,961.8,182.5
CAMP-02185,2025-08-15,email,Re-contextualized system-worthy support Email FR,France,new,12499,1296,41,1958.01,5236.01
CAMP-03942,2024-12-29,social,Integrated bifurcated migration Social NE,Netherlands,returning,3481,116,3,677.69,411.86
CAMP-02529,2024-09-15,display,Innovative optimal moratorium Display NE,Netherlands,new,54765,172,5,849.33,529.11
CAMP-04352,2025-02-02,display,Optional 6thgeneration conglomeration Display SP,Spain,new,56501,122,3,742.64,388.9
CAMP-01583,2025-02-22,social,Secured context-sensitive extranet Social GE,Germany,vip,17631,741,15,1579.35,1664.26
CAMP-04311,2025-07-29,social,Persevering human-resource initiative Social NE,Netherlands,vip,16463,758,23,1057.1,2835.91
CAMP-03536,2025-06-10,social,Ameliorated 5thgeneration secured line Social FR,France,vip,8566,584,28,384.02,2417.62
CAMP-03227,2025-07-27,email,De-engineered client-server Internet solution Email IT,Italy,vip,17167,4836,122,1655.91,15024.56
CAMP-01071,2025-11-06,search,Profit-focused disintermediate database Search IT,Italy,vip,53295,5195,119,738.47,16121.86
CAMP-01776,2024-09-13,email,Versatile empowering attitude Email GE,Germany,returning,11061,1554,42,809.53,4454.86
CAMP-04858,2024-08-22,display,Sharable responsive algorithm Display IT,Italy,vip,56809,168,3,761.45,327.92
CAMP-01284,2024-11-05,social,Distributed demand-driven core Social IT,Italy,vip,5217,183,9,624.3,1155.87
CAMP-03113,2025-05-06,email,Inverse explicit solution Email IT,Italy,returning,4903,1630,21,1103.11,2687.19
CAMP-04803,2025-06-02,email,Adaptive mission-critical leverage Email NE,Netherlands,new,17635,2989,87,653.32,12730.08
CAMP-01837,2025-03-25,social,Ameliorated system-worthy access Social NE,Netherlands,returning,11071,453,15,1287.54,2035.36
CAMP-04287,2025-12-12,social,Face-to-face intangible encoding Social GE,Germany,returning,14747,298,8,869.48,960.67
CAMP-01020,2025-12-20,display,Automated national database Display GE,,returning,36167,58,1,613.98,104.55
CAMP-03272,2026-04-22,display,Integrated radical extranet Display FR,France,new,16646,36,0,1983.92,0.0
CAMP-01327,2024-07-26,email,Devolved reciprocal system engine Email IT,Italy,vip,9314,1612,55,,5164.39
CAMP-00476,2025-06-01,display,Seamless 24/7 info-mediaries Display NE,Netherlands,vip,15524,19,0,1552.75,0.0
CAMP-03517,2025-03-26,search,Balanced dedicated intranet Search SP,Spain,new,47861,2758,116,,15128.39
CAMP-01652,2026-03-15,search,Down-sized exuding middleware Search IT,Italy,returning,12486,1177,46,1039.19,4999.71
CAMP-04078,2025-08-28,search,Cross-platform empowering challenge Search FR,France,new,74702,5499,181,2083.21,17937.88
CAMP-04330,2025-11-07,social,Diverse zero administration capacity Social FR,France,vip,23148,795,32,532.58,4452.46
CAMP-04484,2025-05-27,search,Reverse-engineered empowering orchestration Search SP,Spain,returning,30297,1640,40,1263.66,3862.26
CAMP-02524,2026-01-11,email,Versatile multimedia Internet solution Email SP,Spain,new,54506,13270,504,447.13,74863.08
CAMP-02635,2024-10-18,display,Diverse actuating policy Display GE,,returning,5072,9,0,1036.95,0.0
CAMP-01374,2025-08-06,social,User-centric national implementation Social FR,France,new,18271,-999,28,,2416.78
CAMP-00740,2026-05-04,search,Innovative multi-state system engine Search NE,Netherlands,vip,17801,1397,53,3914.1,5751.33
CAMP-03692,2024-06-12,social,Object-based non-volatile hierarchy Social FR,France,vip,38867,2262,48,2264.69,6193.6
CAMP-04785,2025-03-21,email,Secured needs-based access Email GE,Germany,vip,9047,1203,45,1369.73,6115.25
CAMP-00868,2025-06-20,display,Vision-oriented context-sensitive forecast Display IT,Italy,returning,8188,16,0,1034.02,0.0
CAMP-01141,2025-08-04,search,De-engineered intermediate website Search FR,France,vip,31701,3781,106,1083.69,14559.93
CAMP-00998,2025-10-28,email,Managed bandwidth-monitored complexity Email IT,Italy,new,7996,1305,27,,3030.67
CAMP-01338,2025-02-25,display,Vision-oriented user-facing portal Display IT,Italy,returning,54933,93,2,2562.62,201.78
CAMP-00542,2026-04-19,display,Devolved motivating toolset Display NE,Netherlands,vip,30725,100,3,2718.42,253.96
CAMP-01100,2025-06-22,display,Re-engineered hybrid pricing structure Display SP,Spain,returning,59151,44,1,,136.22
CAMP-01133,2025-10-30,email,Future-proofed empowering process improvement Email GE,Germany,returning,14399,2323,85,759.16,11866.36
CAMP-04902,2024-09-19,display,Team-oriented 24/7 challenge Display SP,Spain,returning,112113,254,5,652.17,418.0
CAMP-04899,2024-07-15,social,Optional exuding throughput Social IT,Italy,new,7207,255,10,2475.21,870.93
CAMP-02259,2025-04-08,display,Business-focused mobile synergy Display FR,France,new,63005,149,6,340.44,812.08
CAMP-04066,2024-06-22,social,Fully-configurable composite throughput Social SP,Spain,new,9320,332,12,2088.14,1472.3
CAMP-00060,2024-11-13,search,Persistent dynamic portal Search NE,Netherlands,vip,7959,881,21,3892.44,2482.06
CAMP-02943,2024-07-03,display,Intuitive system-worthy access Display GE,Germany,returning,15768,33,1,,125.95
CAMP-01939,2026-01-07,display,Multi-tiered actuating projection Display SP,Spain,new,32737,35,0,602.83,0.0
CAMP-02628,2025-05-29,search,Expanded system-worthy concept Search SP,Spain,vip,43347,2270,85,1760.71,9927.51
CAMP-04987,2026-04-05,display,Vision-oriented background budgetary management Display GE,Germany,new,9993,32,1,1064.48,89.69
CAMP-01079,2025-04-02,display,Reduced demand-driven support Display SP,Spain,vip,32862,66,2,839.0,288.81
CAMP-02978,2026-03-21,search,Open-architected homogeneous database Search SP,Spain,vip,28850,2220,98,673.13,10082.93
CAMP-04881,2024-06-20,search,Realigned logistical definition Search NE,Netherlands,vip,45742,4492,159,2451.81,18566.13
CAMP-02536,2026-02-26,social,Balanced modular Internet solution Social IT,Italy,vip,10256,566,11,2573.57,1602.72
CAMP-00941,2024-10-24,search,Persevering asynchronous middleware Search GE,Germany,vip,47986,2804,70,,8813.52
CAMP-01081,2024-11-30,social,Optimized stable challenge Social SP,Spain,vip,10319,439,9,3098.59,1016.54
CAMP-00188,2025-10-11,social,Reactive even-keeled moratorium Social GE,Germany,new,38047,1619,52,861.93,6130.21
CAMP-02687,2026-05-16,social,De-engineered well-modulated encryption Social GE,Germany,returning,14262,637,13,2357.01,1649.65
CAMP-02086,2026-04-06,display,Realigned value-added protocol Display FR,France,returning,43198,103,3,624.7,329.71
CAMP-02250,2026-02-04,display,Ergonomic human-resource productivity Display SP,Spain,new,31261,58,1,465.06,135.09
CAMP-04941,2025-11-06,display,Integrated attitude-oriented frame Display FR,France,vip,23596,28,0,1618.59,0.0
CAMP-02024,2025-07-03,search,Upgradable zero administration structure Search SP,Spain,vip,34471,3128,52,1382.27,7035.87
CAMP-03783,2024-08-23,email,Re-contextualized 6thgeneration neural-net Email NE,Netherlands,returning,46571,8372,467,1196.09,62227.76
CAMP-01493,2025-05-05,search,User-centric motivating capability Search NE,Netherlands,vip,18332,1289,42,1059.59,4024.09
CAMP-03680,2025-06-21,display,Proactive asynchronous strategy Display SP,Spain,returning,34073,72,2,3564.73,266.61
CAMP-00227,2025-02-18,search,Horizontal asynchronous firmware Search IT,Italy,vip,82803,7098,194,974.76,19183.2
CAMP-03371,2025-11-03,email,Virtual web-enabled access Email NE,Netherlands,new,7612,2501,76,775.62,8257.9
CAMP-01930,2025-01-06,social,Organized 5thgeneration artificial intelligence Social FR,France,returning,34320,1747,34,539.84,3762.43
CAMP-03642,2024-11-16,display,Integrated 4thgeneration model Display GE,,new,56109,123,4,1924.8,585.19
CAMP-04535,2025-06-10,search,Quality-focused didactic algorithm Search NE,,vip,23577,1901,51,447.67,6570.88
CAMP-01405,2026-03-09,social,Balanced object-oriented utilization Social NE,Netherlands,returning,104274,2884,37,866.23,3978.31
CAMP-02180,2024-11-24,search,Organized motivating portal Search SP,Spain,returning,42350,1792,56,603.81,4485.23
CAMP-00698,2025-01-26,display,Inverse content-based function Display SP,Spain,vip,6960,11,0,949.92,0.0
CAMP-01125,2024-09-30,email,Managed discrete initiative Email GE,,new,5263,328,7,1208.36,671.11
CAMP-02891,2025-06-11,social,Cross-platform hybrid artificial intelligence Social SP,Spain,vip,25131,1102,32,3009.71,3594.58
CAMP-02979,2024-07-04,social,Up-sized bi-directional process improvement Social GE,Germany,returning,37232,2018,70,1304.92,7719.57
CAMP-01779,2024-11-12,search,Self-enabling reciprocal superstructure Search SP,Spain,new,28095,1329,30,1090.62,4404.74
CAMP-02918,2025-04-14,email,Ameliorated multi-tasking superstructure Email FR,France,returning,18435,3568,105,850.34,12889.24
CAMP-01038,2025-10-28,search,Balanced dynamic archive Search FR,France,returning,17306,985,30,1298.0,3612.09
CAMP-04218,2026-04-17,display,Devolved object-oriented project Display GE,Germany,returning,43626,81,0,564.72,0.0
CAMP-02257,2026-01-29,email,Reverse-engineered background toolset Email GE,Germany,new,13244,2149,63,2651.88,5421.85
CAMP-00314,2024-09-25,display,Organized multi-state hardware Display FR,France,vip,88673,142,5,1651.14,581.04
CAMP-02282,2026-02-11,email,De-engineered 24/7 help-desk Email FR,France,new,21656,3662,130,844.8,11666.69
CAMP-01417,2026-04-24,search,Profit-focused encompassing interface Search NE,Netherlands,vip,30941,3514,159,2817.03,21926.27
CAMP-01037,2025-01-09,display,Seamless stable model Display FR,,new,109401,226,7,289.38,888.66
CAMP-02160,2026-02-15,social,Seamless non-volatile process improvement Social NE,Netherlands,vip,10870,349,10,784.92,932.02
CAMP-04206,2024-12-03,display,Operative even-keeled system engine Display SP,Spain,new,28346,47,1,740.33,149.87
CAMP-01755,2024-11-14,search,Team-oriented well-modulated budgetary management Search IT,Italy,new,59323,4699,179,636.84,19826.29
CAMP-03177,2026-04-18,email,Horizontal transitional challenge Email GE,Germany,new,14369,3297,112,188.35,12219.51
CAMP-04304,2024-07-25,display,Secured mission-critical architecture Display IT,Italy,new,27075,48,1,719.59,84.27
CAMP-02752,2024-12-15,search,Visionary multi-state hardware Search IT,Italy,new,39121,3991,154,1510.91,20852.81
CAMP-03274,2025-07-04,social,Monitored grid-enabled groupware Social SP,Spain,vip,15527,551,20,466.09,2574.06
CAMP-03414,2025-02-21,email,Sharable radical artificial intelligence Email SP,Spain,vip,16626,1395,37,4043.65,5070.08
CAMP-03500,2026-01-25,display,Expanded bottom-line emulation Display NE,Netherlands,returning,51177,107,2,674.99,180.86
CAMP-01507,2024-10-29,display,Customizable logistical circuit Display IT,Italy,returning,44182,107,2,2372.81,294.4
CAMP-01924,2024-06-12,social,Networked background application Social GE,Germany,vip,6731,268,5,855.88,622.61
CAMP-00449,2025-07-20,social,Enterprise-wide responsive product Social IT,Italy,vip,10273,371,15,1532.44,1807.21
CAMP-02489,2024-11-02,display,Intuitive actuating synergy Display NE,Netherlands,returning,21361,25,0,470.37,0.0
CAMP-02577,2024-05-20,social,Universal systematic standardization Social NE,Netherlands,new,9158,385,16,990.19,1630.65
CAMP-01085,2026-05-07,email,Expanded 5thgeneration Internet solution Email IT,Italy,returning,6515,1194,37,574.15,5385.72
CAMP-04991,2024-06-14,social,Programmable foreground alliance Social FR,France,returning,26954,931,25,1002.53,2055.53
CAMP-00362,2025-04-12,search,Organized real-time strategy Search SP,Spain,new,47648,3073,64,1158.78,6203.68
CAMP-02184,2026-01-23,search,Pre-emptive context-sensitive instruction set Search GE,Germany,returning,12396,940,28,4306.61,2442.47
CAMP-01135,2025-05-19,search,Proactive tangible strategy Search SP,,new,66471,4963,81,3168.15,11778.11
CAMP-03957,2025-03-02,email,Sharable 24/7 function Email SP,Spain,vip,22525,4986,188,,18511.4
CAMP-02156,2025-04-21,social,Business-focused 6thgeneration function Social NE,Netherlands,new,45736,2137,77,575.82,7143.55
CAMP-01831,2024-11-01,social,Proactive methodical matrix Social GE,Germany,vip,21493,676,5,850.36,701.84
CAMP-01054,2025-03-19,search,De-engineered tangible protocol Search GE,Germany,vip,13143,912,10,518.05,1440.79
CAMP-02461,2024-10-03,social,Quality-focused interactive budgetary management Social SP,Spain,new,27531,668,4,964.82,500.72
CAMP-00023,2024-09-18,search,Automated attitude-oriented archive Search GE,Germany,vip,38108,5301,148,1314.13,13341.11
CAMP-02067,2024-11-17,search,Configurable reciprocal utilization Search NE,Netherlands,returning,15935,1361,17,2055.29,1401.54
CAMP-01654,2024-07-13,display,Decentralized client-driven core Display IT,Italy,vip,14747,21,0,816.16,0.0
CAMP-02639,2025-10-13,display,Ergonomic grid-enabled parallelism Display IT,Italy,vip,502471,1241,33,1847.19,4738.69
CAMP-03277,2025-08-07,display,Monitored didactic success Display FR,France,vip,25509,64,2,916.57,219.61
CAMP-03882,2024-05-30,email,Programmable impactful extranet Email GE,Germany,new,2446,532,16,1321.87,2239.33
CAMP-04111,2025-07-21,display,Proactive systematic customer loyalty Display IT,Italy,new,39911,65,1,2001.46,141.45
CAMP-02469,2024-10-22,email,Exclusive clear-thinking access Email NE,Netherlands,new,13744,3038,87,888.97,7428.01
CAMP-02326,2025-12-17,search,Devolved value-added array Search FR,France,vip,26196,1942,72,876.49,7509.72
CAMP-00461,2025-05-18,email,Phased zero tolerance hierarchy Email FR,France,new,24776,3854,97,1286.3,10670.89
CAMP-01068,2024-09-14,social,Distributed contextually-based policy Social SP,Spain,new,8474,401,11,666.67,887.68
CAMP-00088,2026-01-07,email,Exclusive hybrid open architecture Email GE,Germany,returning,15047,3645,146,1211.55,15803.59
CAMP-01431,2025-06-10,display,Robust homogeneous software Display FR,France,vip,170533,367,10,2035.29,1019.28
CAMP-02700,2026-01-12,social,Visionary asynchronous projection Social IT,,vip,3557,108,2,725.33,284.1
CAMP-00283,2025-04-16,social,Expanded multimedia project Social GE,Germany,returning,8923,79,1,1387.26,117.47
CAMP-02484,2026-04-16,search,Monitored 5thgeneration service-desk Search GE,Germany,returning,4765,548,5,1055.08,455.64
CAMP-00463,2025-02-19,email,Customer-focused even-keeled alliance Email SP,Spain,returning,22492,3828,89,2423.05,9565.01
CAMP-00213,2026-02-25,display,Operative dedicated installation Display FR,,vip,144644,327,9,1178.52,845.71
CAMP-03871,2025-12-30,email,Cloned executive capability Email FR,France,new,3721,742,27,864.35,2434.15
CAMP-01369,2024-12-27,social,Intuitive hybrid data-warehouse Social SP,Spain,vip,10921,468,12,434.38,1394.38
CAMP-00235,2024-10-24,display,Quality-focused directional matrices Display SP,Spain,new,87940,238,8,,860.56
CAMP-02826,2025-07-06,display,Distributed well-modulated solution Display FR,France,returning,41572,62,2,1690.57,266.57
CAMP-00598,2024-06-07,display,Decentralized high-level flexibility Display NE,Netherlands,vip,21483,33,0,1870.56,0.0
CAMP-04465,2024-11-26,display,Synchronized coherent functionalities Display NE,Netherlands,new,32779,34,1,2339.79,145.5
CAMP-02251,2024-12-13,social,De-engineered motivating Local Area Network Social SP,Spain,new,9020,333,15,952.32,1432.75
CAMP-04109,2025-02-17,email,Operative heuristic encryption Email SP,Spain,vip,17896,3311,77,1099.27,7352.37
CAMP-02284,2025-07-03,search,Fundamental mobile challenge Search IT,Italy,new,45705,3831,66,969.08,5500.89
CAMP-00663,2024-06-21,email,Optimized heuristic protocol Email SP,Spain,new,7737,1948,35,1874.73,2999.01
